Com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,428575.0738,473875.7748,309499.3781,274201.893,306238.7185,314303.9952,163681.2643,244278.393,182718.2977,64876.47344,219087.1867,212342.3333,73267.64297,174291.1997,85.83283708,260007.901,55829.22931,202301.594,145118.897,51720.81123,219.7696033,244198.5449,413959.6666,475374.1617,115919.7104,133189.6578,274753.6984,491783.8607,330259.4995,365059.1546,466707.8226,269617.6952,317787.4805,344451.6587,402886.943,338118.1698,367513.6435,133257.8219,238202.6571,152652.761,372560.9589,250961.7864,316329.9932,175185.7094,281983.1012,243946.5424,465490.1197,214551.1432,290355.1609,138462.2999,184905.8562,207541.9968,58381.42654,79203.63403,87596.33481,208290.8457,142385.274,120650.151,129328.3964,201368.2871,245650.2396
2,123600.8651,153692.8329,96234.97762,119965.9842,96110.16399,83108.69277,111497.496,147499.4622,107027.8787,130598.7827,97818.02883,105872.3006,191409.6368,118720.7776,147196.8421,267928.8894,144003.2282,296347.6869,100601.2538,91611.11269,118489.4359,88170.2988,86913.91018,195352.889,60295.44886,179406.9303,104222.9152,82802.8197,113369.7914,86978.08024,81268.78284,114245.8175,85539.32963,44105.24642,83848.1223,113438.9709,75051.74159,119010.8083,113117.0346,70885.76835,122773.403,117678.2544,106255.3241,127846.828,117694.0104,115418.3265,79460.34379,68598.38108,124810.2192,82580.40829,94788.82192,70508.4919,121337.3222,192989.3838,100533.5346,138990.4697,104269.9412,99956.77676,94606.71804,67934.46293,64471.37616
3,24103.16308,28624.04731,23895.54547,17396.46671,19764.23105,22052.94179,12776.62538,15200.88325,11953.17867,3738.917195,14408.85823,12849.3441,8349.30209,9143.120675,0,17991.13685,5997.601927,11696.16804,8313.843661,5100.088016,161.6117474,13535.66806,34102.2871,37947.1365,12380.79014,17104.94685,18103.33087,35108.17779,22802.15464,27973.99401,28157.61306,17724.38829,20993.06973,11283.23305,21946.77914,20080.53006,25166.7896,16121.16964,15651.60166,8791.380538,24172.08217,15110.95077,20995.15848,9325.961679,14195.07069,17291.71911,15019.99804,14325.66092,14180.81563,6879.087773,9838.526577,11961.00862,6705.253689,5144.139061,5386.92152,12522.68515,8545.620791,7172.860051,7945.181972,11979.82811,5590.755875
4,18919.7053,20065.75403,19453.44714,22096.48382,15263.04407,15158.1397,22665.81105,18372.96425,21956.68694,18021.99004,29571.41388,22955.87308,19932.19628,27513.94708,18919.15272,18986.43779,23012.58101,63308.57209,18588.08305,16470.76002,36804.19363,18414.8852,20795.66269,17937.25312,13563.93759,18216.55246,11194.24526,21507.31446,21252.93862,15815.21008,21044.74162,30183.51461,25289.38299,17670.39364,16224.41969,18132.81275,21118.00569,15208.27406,21952.47632,19452.57007,21754.66426,20471.28441,14451.255,20864.48962,14629.19967,21531.60148,17118.48338,15425.38311,8540.577469,14351.78462,14303.72651,13536.79813,21618.07001,17953.26521,14531.09718,16956.15867,14466.00673,14548.23934,13552.54271,16071.31677,12023.83895
5,6888.942839,8391.011812,5322.085157,7107.079085,5203.043934,5728.382815,9386.247409,5398.183353,10467.3487,12426.50959,10278.72489,11466.98097,10023.68857,26425.86916,9095.155775,11054.68674,16961.31526,31660.55749,16517.4032,10936.98259,13764.79961,8859.470612,5650.482539,7127.713148,15529.03104,2949.843219,12256.8039,5406.663679,5169.587922,5778.422801,6494.983015,5319.258583,5922.370088,6108.739226,7938.575286,3281.419769,7328.369932,8160.399237,7188.217034,10659.0334,5115.78062,9424.341405,7348.624375,11795.81582,11059.99265,6808.583191,9410.892885,14479.37485,10959.87423,8910.180354,10835.13213,11582.41842,10121.79,1697.123412,11391.36367,8661.934752,14510.22327,12685.84417,16713.91462,13190.99895,12900.5895
6,19578.62604,21298.1777,9104.727545,7972.569685,2774.792102,5858.610449,24095.9381,19118.12658,20316.65637,17181.97598,12616.71851,11523.38093,27840.51171,45634.46794,8941.262021,17527.05112,6443.090714,47960.84677,19787.10896,20189.39344,2291.174396,7460.605682,16573.43162,12291.98627,5768.960891,3021.626385,14428.54024,8328.77601,4289.621193,7055.438019,11402.34139,3741.41806,9701.8934,4928.162877,17220.30436,5861.503157,18036.21614,13360.78616,10712.35426,11460.03833,12866.44228,18362.70851,2494.055567,13208.18194,13556.66424,7077.362525,12197.50048,9538.171358,2100.401929,11640.40043,4008.248793,19959.32849,17919.4646,4468.48869,4918.370798,9330.834762,2158.674962,18701.28175,25449.20503,9865.875936,11650.95354
7,18636.55341,34490.72649,5435.349693,14451.07996,40100.41408,26539.88171,4306.284189,44113.2012,8898.789192,44313.69142,66976.44177,41994.03737,13433.99846,124060.1284,12013.84854,36545.35465,6132.473795,44703.20568,31018.88645,9475.625953,96505.06533,17534.69759,31409.69723,11091.50676,7982.660366,14904.00093,6695.906646,10673.71016,8405.521843,9477.483725,19646.00919,3041.235479,34027.62502,5009.348343,31065.16195,56182.84461,2235.335989,30434.37219,21241.48438,6318.363965,6691.013098,25835.06741,25498.08787,9253.06377,20530.98275,20762.23379,17870.06299,12445.82411,56336.44241,22941.80136,18473.03013,21925.10482,20779.4125,19294.88244,12232.2027,15333.64319,79777.45044,10840.20786,5922.403484,10033.27201,44207.42604
8,26206.68193,19073.04749,7663.995224,29859.81792,28179.83875,12196.95618,36100.83094,34162.07312,31121.41295,22927.02522,29689.80173,59243.57238,42498.92282,114012.5263,22174.27895,25992.32156,24187.33507,55568.1372,36491.04109,17814.99433,13539.35841,18488.46165,40097.44864,13456.28516,23059.11028,39610.97142,44178.48681,23631.99368,11099.09875,15719.37801,20159.91157,10496.49018,23690.63048,20993.96644,25317.00799,18205.79983,7997.99879,18717.92016,35089.98587,12314.49217,26955.5078,25160.84046,54582.56243,17458.34668,12154.55398,27651.55315,40122.81088,22479.98843,16634.56203,11772.92772,24610.79861,26971.33642,29057.12814,9027.599315,19275.20198,26283.62449,31506.99234,10268.55319,24972.91714,11298.99908,30593.84024
9,62648.75552,79141.42969,70625.8732,84053.36407,70266.33056,99038.97867,84418.97413,66717.98305,112603.0096,123979.7567,117077.6523,130888.6047,129544.5476,124786.2685,127575.0154,149444.4601,153817.5252,307276.2654,151508.4993,123518.1899,169909.1285,98248.6105,34044.69502,55142.65931,127906.5152,58777.55514,17879.40054,39979.11949,40315.72857,49550.61136,72548.88076,58068.66238,57786.89247,74991.51396,64824.55559,64509.43542,58019.13905,75941.28582,82727.5608,136802.1876,65760.32991,78482.31784,82673.7794,137838.372,121483.6153,123280.1606,86032.28425,154238.0698,92798.38751,106925.9067,110209.7713,133542.7098,100549.9613,105560.8635,150771.4786,131743.9713,156185.9425,166850.8293,183304.2771,119658.5504,136073.6383
